legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=0.027832031250944335,500.0,500.0,500.0,500.0,500.0,401.0,301.0,241.0,201.0,151.0,122.0,101.0,88.0,75.0,69.0,63.0
bayesian | a=500 | b=500 | critical_value=0.09375000000081249,500.0,500.0,500.0,500.0,500.0,414.0,331.0,274.0,238.0,185.0,155.0,131.0,114.0,102.0,92.0,84.0
bayesian | a=1000 | b=1000 | critical_value=0.13867187500072264,500.0,500.0,500.0,500.0,500.0,418.0,340.0,283.0,247.0,195.0,163.0,141.0,123.0,106.0,96.0,88.0
