legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=0.027832031250944335,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,450.0,301.0,222.0,176.0,145.0,122.0,105.0,92.0
bayesian | a=500 | b=500 | critical_value=0.09375000000081249,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,444.0,321.0,248.0,202.0,169.0,147.0,129.0,114.0
bayesian | a=1000 | b=1000 | critical_value=0.13867187500072264,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,446.0,328.0,255.0,209.0,177.0,155.0,135.0,121.0
