legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.05,2000.0,1999.9999999999998,1999.9999999979739,1999.9999998401117,1999.9999916240824,1999.99970743623,1999.9931590144924,1999.892494071373,1998.8596297423082,1959.5511697854095,1665.9749827923317,1183.3134664068912,1012.113153985202,1000.1428919240001,1000.0002440533635,1000.0000000494591
bravo_without_replacement | p=0.55 | alpha=0.05,1999.9999970412387,1999.943903311195,1994.8289231036158,1972.2856542784712,1897.3568881960832,1731.4363699585801,1486.7069753157489,1246.5915072198322,1090.2774884196317,1003.9773790449129,1000.0342018805934,1000.000050115314,1000.0000000110188,999.9999999999998,1000.0000000000001,999.9999999999993
bravo_without_replacement | p=0.51 | alpha=0.05,2000.0,1999.9999998194062,1999.9996701701048,1999.9923798350137,1999.882237055283,1998.7749130855477,1991.3563654358632,1958.2229139952888,1859.6308140485767,1408.4430221258822,1060.1285651219314,1001.9163770317301,1000.010713868231,1000.0000089115098,1000.0000000009334,999.9999999999993
