legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.05,22000.0,21999.999999999996,21999.99999995745,21999.99999664235,21999.999824105722,21999.99385615401,21999.856335411834,21997.7414353628,21975.955806427904,21071.883886947224,12753.29995469843,2162.863714293747,1015.8536732263086,1000.1432189716047,1000.0002440537987,1000.0000000494458
bravo    | p=0.55 | alpha=0.05,21999.999937865974,21998.81764885927,21878.711698190396,21225.918189895194,18568.95172746825,12520.448944037707,5706.963466515092,2094.117931036164,1169.1962717545166,1004.0315720789066,1000.0342028734814,1000.0000501152872,1000.0000000110099,999.9999999999865,1000.0000000000023,999.999999999986
bravo    | p=0.51 | alpha=0.05,22000.0,21999.999955896426,21999.324582894547,21976.55403945073,21642.94794001554,19526.734433473583,13675.605349073689,6598.052016596901,2819.8441224654875,1489.506975607027,1087.5379872719484,1003.5363929453654,1000.0255451987159,1000.0000278244913,1000.0000000038638,999.9999999999861
