legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.05,2000.0,1999.9999999999998,1999.9999999979739,1999.9999998401117,1999.9999916240824,1999.99970743623,1999.9931590144924,1999.892494071373,1998.8596297423082,1959.5511697854095,1665.9749827923317,1183.3134664068912,1012.113153985202,1000.1428919240001,1000.0002440533635,1000.0000000494591
bravo    | p=0.55 | alpha=0.05,1999.9999970412387,1999.943903311195,1994.8289231036156,1972.2856542784714,1897.3568881960832,1731.4363699585801,1486.7069753157487,1246.5915072198325,1090.2774884196317,1003.9773790449129,1000.0342018805934,1000.0000501153139,1000.0000000110188,999.9999999999998,1000.0000000000001,999.9999999999993
bravo    | p=0.51 | alpha=0.05,2000.0,1999.9999999495421,1999.9998821180875,1999.9969238047458,1999.94636372894,1999.3714229545994,1995.0147819586496,1973.0046592646925,1898.9051029947375,1486.2624055465194,1087.5376575216326,1003.5363929446504,1000.0255451987292,1000.0000278245091,1000.0000000038616,999.9999999999994
