legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=0.016601562500966796,1000.0,1000.0,1000.0,1000.0,1000.0,949.0,638.0,474.0,372.0,257.0,194.0,156.0,130.0,111.0,97.0,86.0
bayesian | a=500 | b=500 | critical_value=0.056640625000886714,1000.0,1000.0,1000.0,1000.0,1000.0,914.0,670.0,528.0,432.0,321.0,253.0,211.0,180.0,155.0,139.0,125.0
bayesian | a=1000 | b=1000 | critical_value=0.09277343750081445,1000.0,1000.0,1000.0,1000.0,1000.0,915.0,687.0,552.0,459.0,344.0,276.0,229.0,197.0,170.0,152.0,138.0
