legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=0.016601562500966796,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,749.0,476.0,336.0,257.0,204.0,169.0,143.0,124.0
bayesian | a=500 | b=500 | critical_value=0.056640625000886714,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,958.0,749.0,514.0,386.0,306.0,251.0,215.0,186.0,164.0
bayesian | a=1000 | b=1000 | critical_value=0.09277343750081445,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,953.0,760.0,532.0,405.0,324.0,269.0,231.0,201.0,179.0
