legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=0.016601562500966796,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,716.0,544.0,357.0,261.0,202.0,164.0,139.0,120.0,105.0
bayesian | a=500 | b=500 | critical_value=0.056640625000886714,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,958.0,725.0,581.0,412.0,314.0,255.0,215.0,184.0,162.0,143.0
bayesian | a=1000 | b=1000 | critical_value=0.09277343750081445,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,953.0,738.0,596.0,433.0,336.0,276.0,233.0,201.0,177.0,156.0
