legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=0.016601562500966796,200.0,370.0,534.0,573.0,584.0,559.0,507.0,434.0,364.0,257.0,194.0,156.0,130.0,111.0,97.0,86.0
bayesian | a=500 | b=500 | critical_value=0.056640625000886714,388.0,607.0,686.0,691.0,676.0,638.0,577.0,502.0,428.0,321.0,253.0,211.0,180.0,155.0,139.0,125.0
bayesian | a=1000 | b=1000 | critical_value=0.09277343750081445,463.0,675.0,725.0,723.0,705.0,665.0,600.0,528.0,453.0,344.0,276.0,229.0,197.0,170.0,152.0,138.0
