legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=0.016601562500966796,1000.0,1000.0,1000.0,1000.0,854.0,538.0,391.0,305.0,249.0,183.0,145.0,120.0,103.0,90.0,80.0,71.0
bayesian | a=500 | b=500 | critical_value=0.056640625000886714,1000.0,1000.0,1000.0,1000.0,853.0,603.0,469.0,384.0,327.0,249.0,202.0,174.0,149.0,133.0,119.0,109.0
bayesian | a=1000 | b=1000 | critical_value=0.09277343750081445,1000.0,1000.0,1000.0,1000.0,861.0,631.0,498.0,413.0,352.0,274.0,225.0,193.0,166.0,146.0,132.0,120.0
