legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.058559570312499996,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,595.0,316.0,203.0,142.0
bravo_without_replacement | p=0.55 | alpha=0.0644130859375,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,695.0,457.0,334.0,258.0,210.0,174.0,149.0
bravo_without_replacement | p=0.52 | alpha=0.18245898437499997,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,653.0,474.0,369.0,298.0,249.0,210.0,184.0
