legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.058559570312499996,82.0,112.0,142.0,165.0,195.0,235.0,288.0,366.0,469.0,651.0,693.0,673.0,527.0,316.0,203.0,142.0
bravo_without_replacement | p=0.55 | alpha=0.0644130859375,462.0,699.0,735.0,741.0,741.0,741.0,741.0,735.0,724.0,638.0,457.0,334.0,258.0,210.0,174.0,149.0
bravo_without_replacement | p=0.52 | alpha=0.18245898437499997,696.0,741.0,745.0,745.0,745.0,745.0,741.0,737.0,722.0,631.0,472.0,369.0,298.0,249.0,210.0,184.0
