legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.058559570312499996,19.0,24.0,27.0,29.0,32.0,34.0,39.0,44.0,49.0,64.0,74.0,67.0,52.0,39.0,34.0,29.0
bravo_without_replacement | p=0.55 | alpha=0.0644130859375,164.0,248.0,329.0,365.0,384.0,384.0,365.0,329.0,287.0,214.0,164.0,132.0,111.0,96.0,84.0,75.0
bravo_without_replacement | p=0.52 | alpha=0.18245898437499997,316.0,456.0,511.0,517.0,511.0,491.0,456.0,409.0,361.0,275.0,218.0,184.0,155.0,137.0,121.0,109.0
