legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.058559570312499996,14.0,16.0,16.0,16.0,19.0,19.0,22.0,24.0,24.0,29.0,34.0,32.0,27.0,22.0,19.0,16.0
bravo_without_replacement | p=0.55 | alpha=0.0644130859375,119.0,170.0,218.0,237.0,250.0,250.0,237.0,218.0,193.0,151.0,119.0,101.0,88.0,75.0,69.0,63.0
bravo_without_replacement | p=0.52 | alpha=0.18245898437499997,241.0,338.0,385.0,391.0,385.0,367.0,338.0,306.0,269.0,212.0,176.0,147.0,129.0,115.0,103.0,92.0
