legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.058559570312499996,44.0,59.0,72.0,79.0,89.0,105.0,125.0,150.0,188.0,301.0,386.0,336.0,210.0,132.0,92.0,69.0
bravo_without_replacement | p=0.55 | alpha=0.0644130859375,296.0,493.0,619.0,646.0,661.0,661.0,646.0,619.0,567.0,411.0,294.0,222.0,178.0,149.0,126.0,109.0
bravo_without_replacement | p=0.52 | alpha=0.18245898437499997,519.0,676.0,700.0,702.0,700.0,692.0,676.0,643.0,588.0,446.0,338.0,269.0,223.0,190.0,166.0,145.0
