,0.7,0.58,0.52
0.005,1.5043658674913684e-35,1.5043658674913684e-35,1.5043658674913684e-35
0.01263157894736842,2.3507364583168776e-24,2.3507364583168776e-24,2.3507364583168776e-24
0.02026315789473684,1.3713845875126188e-19,1.3713845875126188e-19,1.3713845875126188e-19
0.027894736842105264,1.090445111986139e-16,1.090445111986139e-16,1.090445111986139e-16
0.035526315789473684,1.1357156785569622e-14,1.1357156785569622e-14,1.1357156785569622e-14
0.0431578947368421,3.7440865120251174e-13,3.7440865120251174e-13,3.7440865120251174e-13
0.05078947368421052,5.887190384843055e-12,5.887190384843055e-12,5.887190384843055e-12
0.05842105263157894,5.64698795914865e-11,5.64698795914865e-11,5.64698795914865e-11
0.06605263157894736,3.7751381676281935e-10,3.7751381676281935e-10,3.7751381676281935e-10
0.0736842105263158,1.8853678116752393e-09,1.8853678116752393e-09,1.8853678116752393e-09
0.08131578947368422,7.643343598944044e-09,7.643343598944044e-09,7.643343598944044e-09
0.08894736842105264,2.612592844034487e-08,2.612592844034487e-08,2.612592844034487e-08
0.09657894736842106,7.79165537333048e-08,7.79165537333048e-08,7.79165537333048e-08
0.10421052631578948,2.065934147541683e-07,2.065934147541683e-07,2.065934147541683e-07
0.1118421052631579,5.011067826132378e-07,5.011067826132378e-07,5.011067826132378e-07
0.11947368421052632,1.1068414344736806e-06,1.1068414344736806e-06,1.1068414344736806e-06
0.12710526315789472,2.2816240307429e-06,2.2816240307429e-06,2.2816240307429e-06
0.13473684210526315,4.447303591030479e-06,4.447303591030479e-06,4.447303591030479e-06
0.1423684210526316,8.22190181048986e-06,8.22190181048986e-06,8.22190181048986e-06
0.15,1.4455319648174501e-05,1.4455319648174501e-05,1.4455319648174501e-05
