,,0.5,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian_with_replacement | a=1 | b=1 | critical_value=0.00439453125991211,7,0.007796100314797184,0.003727109295552789,0.005857333889579098,0.007796100314797184,0.00895600685180214,0.010260794947512288,0.011725241863595947,0.01336530684242917,0.015198200641637565,0.01724245774393979,0.022046270804383167,0.02795441375398032,0.03517082298720958,0.043928515030386424,0.054492591855212935,0.06716344650306119,0.08228017548475562
bayesian_with_replacement | a=1 | b=1 | critical_value=0.00439453125991211,11,0.00340601389732709,0.001305056515403143,0.002354122260502555,0.00340601389732709,0.004069592698480179,0.004841741083169221,0.005736598287711884,0.006769579318021981,0.007957406397364615,0.009318126482591206,0.012637039844110529,0.01689666766753927,0.022286108428404894,0.029009122475736154,0.03727719693728096,0.04729892328856237,0.05926468685881036
bayesian_with_replacement | a=1 | b=1 | critical_value=0.00439453125991211,14,0.002977872130759462,0.0010161818380141825,0.001972384701089397,0.002977872130759462,0.003628031602784775,0.004396081984821061,0.005298483257408573,0.006353082321601088,0.007579063582245705,0.008996859202746153,0.012494986351313207,0.017029270543706693,0.022786472977052163,0.02994419400721512,0.03865109286326762,0.04900083954168996,0.06099961856409587
bayesian_with_replacement | a=1 | b=1 | critical_value=0.00439453125991211,17,0.002337644916132955,0.0007103878338767807,0.0014837335015575753,0.002337644916132955,0.002904083609544956,0.003583873528798464,0.004394159013479206,0.005353507871638326,0.006481783152649834,0.007799946987910642,0.011093552891637767,0.015411337024801386,0.02092054154540344,0.02775530753239275,0.03598627047574375,0.04558396478670261,0.056378409612113975
bayesian_with_replacement | a=1 | b=1 | critical_value=0.00439453125991211,20,0.0017846466490478439,0.00048293633282150495,0.0010854508606537513,0.0017846466490478439,0.002260754708860747,0.0028415190918374945,0.0035441769012852244,0.004387447344150379,0.005391340131759537,0.006576868170300601,0.009579400513367066,0.013565076420770374,0.018681427140889873,0.02502206849795587,0.03258793216805145,0.041244434297938795,0.05068056718692093
bayesian_with_replacement | a=1 | b=1 | critical_value=0.00439453125991211,23,0.0013527465425533932,0.0003259445982372347,0.0007883947122310513,0.0013527465425533932,0.0017474040825185358,0.002236911466394092,0.002838309428523374,0.0035702136787740756,0.004452578321198053,0.005506335878361133,0.008213497489984956,0.011855807884378993,0.016564480610070754,0.022399248901946778,0.029302927038525915,0.037055495029398276,0.04523789514198828
bayesian_with_replacement | a=1 | b=1 | critical_value=0.00439453125991211,26,0.0010255414220872166,0.00022000841750459312,0.0005727150377101801,0.0010255414220872166,0.0013508617792785927,0.0017612841403402508,0.0022734788437225417,0.002905811425810658,0.0036780795089193857,0.004611099031683209,0.007044045733192209,0.010364519293212571,0.014691236961086946,0.020056673798546372,0.02635612553427104,0.03330090437289481,0.04039035916753385
bayesian_with_replacement | a=1 | b=1 | critical_value=0.00439453125991211,28,0.001561868773772029,0.0003316037409216668,0.0008707267431385481,0.001561868773772029,0.002056610488951156,0.002678370598528701,0.0034504948216003283,0.004397989099777211,0.005546872645407774,0.006923284142662517,0.010456633500960382,0.01515904575638365,0.021093935823382603,0.028162494357117335,0.03604398116204546,0.04416051085732182,0.051689030775437336
bayesian_with_replacement | a=1 | b=1 | critical_value=0.00439453125991211,31,0.0009977034841240006,0.0001885786550701886,0.0005329442046591425,0.0009977034841240006,0.0013396659945503538,0.0017769876810285966,0.0023289026984778635,0.003016277526267724,0.0038610578056778658,0.004885472722098738,0.007556929018002127,0.011167449576010218,0.01576539746380905,0.021250238760877962,0.02731924741129284,0.03344248706284755,0.038889076589777825
bayesian_with_replacement | a=1 | b=1 | critical_value=0.00439453125991211,34,0.000717247219992814,0.00012068270349583934,0.00036709695560553364,0.000717247219992814,0.0009821019072740987,0.0013268396918344218,0.0017690740999386349,0.002328183836803469,0.003024802528262612,0.0038800482786070702,0.0061466851038747185,0.009259406980186737,0.013261814145339565,0.01804719301143065,0.023305531775120063,0.02850474295523702,0.03293132544260566
bayesian_with_replacement | a=1 | b=1 | critical_value=0.00439453125991211,36,0.001065991603745483,0.00017749812482724996,0.0005446398858786221,0.001065991603745483,0.001459131789276305,0.0019690612934759187,0.002620222530058027,0.0034388029184060347,0.00445172636217866,0.00568525166049395,0.008904609309417813,0.013216214113526059,0.01858223461519578,0.02472916843966431,0.031101892738682996,0.036885654009764596,0.041121986980791204
bayesian_with_replacement | a=1 | b=1 | critical_value=0.00439453125991211,39,0.0006706186328918248,9.939351235116719e-05,0.0003282824728294655,0.0006706186328918248,0.0009360859995121797,0.0012866508095014967,0.0017418307863315775,0.0023229053863718604,0.0030521234086038963,0.003951548053063331,0.006338759518430199,0.00959035626716949,0.013680346496342696,0.01838048577488868,0.023220784910414533,0.027515124699126054,0.030475015417723322
bayesian_with_replacement | a=1 | b=1 | critical_value=0.00439453125991211,41,0.0009591027721096575,0.00014066886065678351,0.00046868030966383794,0.0009591027721096575,0.0013383199080069727,0.0018374221911528056,0.0024825985819741806,0.0033016458660903194,0.004322576521670627,0.0055717146010324375,0.008836613597974288,0.01317235669770223,0.018445588949374665,0.02423545161149553,0.029818852424514975,0.034260039584788564,0.036616104076204685
bayesian_with_replacement | a=1 | b=1 | critical_value=0.00439453125991211,44,0.0005897820806332765,7.698818760462888e-05,0.0002761240924843268,0.0005897820806332765,0.00083925229151698,0.0011736213735173936,0.0016132347476017772,0.002180133893323717,0.0028970061016455485,0.003785677949003491,0.0061492090210395495,0.009344151363245512,0.013275260056339005,0.017609637623946534,0.021763612984630247,0.024983166707884072,0.026526528506957244
bayesian_with_replacement | a=1 | b=1 | critical_value=0.00439453125991211,46,0.000833513489201078,0.00010766687432299394,0.0003895476299457633,0.000833513489201078,0.0011856864599436316,0.0016561919301555945,0.0022721312470326224,0.003062090381035653,0.004054395370125058,0.005274741878471153,0.00847101498361766,0.012682368672464304,0.017687473707176733,0.0229438206435451,0.027615832973805807,0.030737373751541106,0.031491895359187484
bayesian_with_replacement | a=1 | b=1 | critical_value=0.00439453125991211,49,0.0005080416870388837,5.840173118252509e-05,0.0002274747377499585,0.0005080416870388837,0.0007370034640003425,0.0010485835023009609,0.0014635362327248941,0.0020042636665110083,0.0026935289136101903,0.003552621852851579,0.005843439777780555,0.008918282312693218,0.012618955995840498,0.016526185543689603,0.019980389816686477,0.02221916589115058,0.022615242613150583
bayesian_with_replacement | a=1 | b=1 | critical_value=0.00439453125991211,51,0.0007143012331382149,8.125147320368931e-05,0.00031926120188733724,0.0007143012331382149,0.0010358800166784066,0.001472141436465401,0.0020507093012161145,0.0028006254720277625,0.0037502816858628347,0.004924611275256644,0.008008456952256222,0.012042120350835624,0.016726420189666497,0.02142094327606868,0.025221660816610852,0.027194392037261407,0.02670786849939008
bayesian_with_replacement | a=1 | b=1 | critical_value=0.00439453125991211,54,0.00043360941020832315,4.388969662228338e-05,0.00018566670684116716,0.00043360941020832315,0.0006412782297021439,0.0009282939220532434,0.0013155988442033544,0.0018257713103792981,0.002481524626552327,0.0033035663221630896,0.005502398557474016,0.008434485876965069,0.011886064451603695,0.015368214398971665,0.018175885478290445,0.019579971374843533,0.01910320212221066
