legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.0868134536743164,70.0,100.0,140.0,160.0,190.0,230.0,280.0,330.0,380.0,460.0,480.0,470.0,430.0,310.0,210.0,150.0
bravo    | p=0.55 | alpha=0.09977807617187501,380.0,480.0,490.0,490.0,490.0,490.0,490.0,490.0,490.0,480.0,410.0,310.0,240.0,200.0,160.0,140.0
bravo    | p=0.52 | alpha=0.27026171874999994,480.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,480.0,410.0,320.0,260.0,220.0,190.0,160.0
