legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.0868134536743164,10.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,30.0,30.0,30.0,30.0,20.0,20.0,20.0
bravo    | p=0.55 | alpha=0.09977807617187501,100.0,140.0,170.0,180.0,180.0,180.0,180.0,170.0,160.0,130.0,100.0,90.0,80.0,70.0,60.0,60.0
bravo    | p=0.52 | alpha=0.27026171874999994,170.0,230.0,250.0,260.0,250.0,250.0,240.0,220.0,210.0,160.0,140.0,120.0,110.0,90.0,90.0,80.0
