legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.0868134536743164,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,150.0,80.0,60.0,40.0,30.0,30.0
bravo    | p=0.55 | alpha=0.09977807617187501,500.0,500.0,500.0,500.0,500.0,500.0,500.0,360.0,280.0,190.0,140.0,120.0,100.0,90.0,80.0,70.0
bravo    | p=0.52 | alpha=0.27026171874999994,500.0,500.0,500.0,500.0,500.0,500.0,460.0,360.0,310.0,230.0,180.0,150.0,130.0,110.0,100.0,90.0
