legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
clip     | alpha=0.0468525390625,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,918.0,790.0,565.0,408.0,303.0,231.0,181.0,145.0,118.0
