legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.058559570312499996,19.0,24.0,27.0,29.0,32.0,34.0,39.0,44.0,49.0,64.0,77.0,69.0,52.0,39.0,34.0,29.0
bravo    | p=0.55 | alpha=0.065388671875,162.0,246.0,351.0,408.0,446.0,450.0,421.0,368.0,307.0,217.0,166.0,132.0,111.0,96.0,84.0,75.0
bravo    | p=0.51 | alpha=0.35611328124999997,402.0,616.0,701.0,707.0,691.0,649.0,584.0,505.0,432.0,325.0,263.0,216.0,186.0,164.0,146.0,129.0
