legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.058559570312499996,44.0,59.0,69.0,79.0,90.0,105.0,122.0,147.0,188.0,326.0,470.0,384.0,215.0,132.0,95.0,69.0
bravo    | p=0.55 | alpha=0.065388671875,288.0,505.0,741.0,814.0,850.0,854.0,829.0,766.0,659.0,429.0,299.0,225.0,181.0,149.0,126.0,109.0
bravo    | p=0.51 | alpha=0.35611328124999997,638.0,903.0,937.0,942.0,935.0,919.0,883.0,808.0,701.0,503.0,386.0,309.0,259.0,220.0,192.0,170.0
