legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.058559570312499996,988.720874381991,973.0523534176808,952.1070779169457,936.2528350563224,915.248554265222,887.4793347652302,850.8855602984029,802.9304113652814,740.7349925845422,565.2558156268368,344.4442244317652,172.84860374344524,93.47761084395441,61.50842167754736,45.70830495181506,36.34253787566948
bravo    | p=0.55 | alpha=0.065388671875,999.8300132616811,995.821708663956,970.5791525050784,931.1702210455659,858.1216660714413,747.7341427925304,614.2568141947825,484.3359509067785,378.80810684009174,249.20650577542892,183.44807732060397,145.02911442672337,119.89648561023509,102.18526357661706,89.03203954334622,78.8765076052343
bravo    | p=0.52 | alpha=0.17075195312499997,999.99060257451,998.7284653239507,981.539402136114,947.3024906048652,878.8088968860764,774.1676613822492,650.6423959050093,533.8125758022976,439.5180029929967,317.2399666475882,247.25909043228353,202.51450930120654,171.46386061194158,148.66561820709373,131.22604677174158,117.45477707300017
