legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.058559570312499996,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,485.0,218.0,132.0,95.0,69.0
bravo    | p=0.55 | alpha=0.065388671875,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,728.0,429.0,299.0,225.0,181.0,149.0,126.0,109.0
bravo    | p=0.51 | alpha=0.35611328124999997,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,905.0,719.0,505.0,386.0,309.0,259.0,220.0,192.0,170.0
