legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.058559570312499996,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,127.0,74.0,52.0,39.0,34.0,29.0
bravo    | p=0.55 | alpha=0.065388671875,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,587.0,410.0,315.0,217.0,166.0,132.0,111.0,96.0,84.0,75.0
bravo    | p=0.52 | alpha=0.17075195312499997,1000.0,1000.0,1000.0,1000.0,1000.0,878.0,629.0,490.0,403.0,297.0,233.0,193.0,166.0,144.0,127.0,115.0
