legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.058559570312499996,29.0,39.0,44.0,49.0,54.0,62.0,69.0,82.0,97.0,150.0,208.0,173.0,110.0,74.0,57.0,47.0
bravo    | p=0.55 | alpha=0.065388671875,219.0,360.0,541.0,623.0,669.0,675.0,640.0,566.0,469.0,311.0,227.0,174.0,145.0,122.0,105.0,92.0
bravo    | p=0.51 | alpha=0.35611328124999997,515.0,784.0,853.0,857.0,843.0,810.0,750.0,661.0,564.0,410.0,319.0,263.0,220.0,192.0,168.0,150.0
