legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=0.03613281250092773,230.0,350.0,400.0,400.0,410.0,400.0,400.0,380.0,350.0,280.0,220.0,170.0,140.0,120.0,110.0,90.0
bayesian | a=500 | b=500 | critical_value=0.10742187500078515,350.0,430.0,440.0,440.0,440.0,430.0,420.0,400.0,380.0,300.0,240.0,200.0,170.0,140.0,130.0,110.0
bayesian | a=1000 | b=1000 | critical_value=0.15722656250068556,340.0,430.0,440.0,440.0,440.0,430.0,420.0,400.0,380.0,300.0,240.0,200.0,170.0,150.0,130.0,120.0
