,0.5,0.7,0.58,0.52
0.9,0.1728339195141296,0.9999999999999984,0.9892294119066308,0.4235680066590008
0.925,0.13149727152068025,0.9999999999999952,0.9838303202202033,0.3579687102358846
0.95,0.08845988588481395,0.9999999999999648,0.9720009373117976,0.27643491817159555
0.955,0.07962775425650216,0.9999999999999519,0.9686967332544815,0.2583567567457133
0.9573631578947368,0.07556958819368793,0.9999999999999356,0.9665330441975115,0.24942964633384423
0.9597263157894736,0.07148990193527358,0.9999999999999237,0.9644697897784635,0.2403389860403282
0.9620894736842105,0.06738665760456185,0.9999999999999062,0.9621126154932746,0.23101212454604417
0.9644526315789473,0.06311455189642338,0.9999999999998768,0.9594021559805769,0.22116668188801897
0.9668157894736842,0.05906292108423631,0.9999999999998472,0.9564787765406526,0.21137322462534358
0.969178947368421,0.05481753773866222,0.9999999999998085,0.9533002639937815,0.2011081244360817
0.9715421052631579,0.05065028242569154,0.9999999999997263,0.9490975890034,0.19026719587758847
0.9739052631578947,0.0465374009908822,0.9999999999996597,0.9452771756240718,0.1797477122523521
0.9762684210526316,0.042438748081457534,0.9999999999995833,0.9411889152569787,0.1690619503442742
0.9786315789473684,0.038137180517759696,0.9999999999993652,0.9348681252766892,0.15678426114361563
0.9809947368421053,0.03382909640898848,0.9999999999990253,0.9276134866075626,0.14412042325568944
0.9833578947368421,0.02967381214069425,0.9999999999986016,0.9196777484360623,0.13142924111194756
0.9857210526315789,0.025377329581319694,0.9999999999977052,0.9092344717185572,0.11766408029841005
0.9880842105263158,0.021104467890632,0.9999999999960455,0.8963052019863482,0.1032159978900845
0.9904473684210526,0.016948697843575156,0.999999999993902,0.8817996428344136,0.08855051110547163
0.9928105263157895,0.012655982542694698,0.9999999999848466,0.8563878716665675,0.07140998370043299
0.9951736842105263,0.00846757536569356,0.9999999999620701,0.8213915499953625,0.05320700794047664
0.9975368421052632,0.00423873736587306,0.9999999998123839,0.7524358058722168,0.03172690647553915
0.9999,0.00015523184405706933,0.999999948102925,0.3974762426837034,0.0024271447830404758
