,0.7,0.58,0.52
0.005,1.303392995381422e-10,1.303392995381422e-10,1.303392995381422e-10
0.015357142857142857,2.689607762669069e-07,2.689607762669069e-07,2.689607762669069e-07
0.025714285714285714,5.320934964414122e-06,5.320934964414122e-06,5.320934964414122e-06
0.03607142857142857,3.202094592614857e-05,3.202094592614857e-05,3.202094592614857e-05
0.04642857142857142,0.00010527057548959592,0.00010527057548959592,0.00010527057548959592
0.05678571428571428,0.0002669212117157748,0.0002669212117157748,0.0002669212117157748
0.06714285714285714,0.0005479453559058415,0.0005479453559058415,0.0005479453559058415
0.0775,0.0010161175536437185,0.0010161175536437185,0.0010161175536437185
0.08785714285714286,0.001647691585631901,0.001647691585631901,0.001647691585631901
0.09821428571428571,0.002587851805788315,0.002587851805788315,0.002587851805788315
0.10857142857142857,0.003678476643588641,0.003678476643588641,0.003678476643588641
0.11892857142857143,0.005122401944976459,0.005122401944976459,0.005122401944976459
0.12928571428571428,0.0069060465557759425,0.0069060465557759425,0.0069060465557759425
0.13964285714285712,0.008974114328715524,0.008974114328715524,0.008974114328715524
0.15,0.01140058859182123,0.01140058859182123,0.01140058859182123
