legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=1,0.6453159968817919,0.7433447049004744,0.8496576360248674,0.9026180831463072,0.9450561412433002,0.9734104852822931,0.9890972515268609,0.9962493723359498,0.9989264511047069,0.9999507576250458,0.9999990024281237,0.9999999915374045,0.9999999999716648,0.999999999999965,1.0000000000000013,0.9999999999999999
bravo_without_replacement | p=0.55 | alpha=1,0.7803422891299152,0.8708479879671434,0.9334093966094318,0.9590505134062178,0.9778821804701712,0.9896765259269944,0.9958915313565411,0.9986211584366035,0.9996133653912683,0.9999828209520617,0.9999996599338016,0.9999999971648038,0.9999999999906335,0.9999999999999883,0.9999999999999999,0.9999999999999996
bravo_without_replacement | p=0.52 | alpha=1,0.8064924885104834,0.8986749349367038,0.9524872015382976,0.9720827263628424,0.9855410604992053,0.9935012499061189,0.997498654399842,0.9991847955462979,0.9997772081720204,0.999990510100966,0.9999998181965506,0.9999999985229471,0.9999999999952213,0.9999999999999942,1.0,1.0
