legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=1,3.0,3.0,6.0,8.0,8.0,11.0,11.0,8.0,8.0,6.0,6.0,3.0,3.0,3.0,3.0,3.0
bravo_without_replacement | p=0.55 | alpha=1,5.0,5.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0
bravo_without_replacement | p=0.52 | alpha=1,5.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0
