,,0.5,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
truncated_bayesian | a=1 | b=1 | critical_value=0.06286701419338586,6,0.015625,0.008303765625000003,0.012230590464,0.015625,0.017596287801,0.019770609664000006,0.02216436112900001,0.02479491129600001,0.027680640625000016,0.030840979456000017,0.03806869254399999,0.046655999999999996,0.056800235584000006,0.06871947673600001,0.08265395001600002,0.09886748262400005,0.11764899999999995
truncated_bayesian | a=1 | b=1 | critical_value=0.06286701419338586,10,0.005859375,0.0024970461205078135,0.004220129037055424,0.005859375,0.006862445608885925,0.008006128944870853,0.009305333328882021,0.010775884317984834,0.012434489776757818,0.01429868734310254,0.018717700023905208,0.02418647039999999,0.030864557325480903,0.038911100780481093,0.04847586722815188,0.0596872325691448,0.07263649259999996
truncated_bayesian | a=1 | b=1 | critical_value=0.06286701419338586,13,0.0047607421875,0.0018077053258651252,0.0032864339278649863,0.0047607421875,0.005684976897644866,0.006754354672082404,0.007985367143513443,0.009395321122701888,0.011002191985597529,0.012824435483279295,0.017189811606353873,0.02263853629439999,0.029304909514709706,0.03729488929846304,0.04666655395972834,0.057406702787142924,0.06940416867929997
truncated_bayesian | a=1 | b=1 | critical_value=0.06286701419338586,17,0.00177764892578125,0.0005412765126426599,0.0011291282549527142,0.00177764892578125,0.0022076317248517483,0.0027234941329673103,0.0033381947458375233,0.00406576294655171,0.00492120113242711,0.005920335637409572,0.008415805737859341,0.011685664149995516,0.0158558804933517,0.0210272781252897,0.027252589196170875,0.034508861689343126,0.04266701351293058
truncated_bayesian | a=1 | b=1 | critical_value=0.06286701419338586,20,0.0015316009521484375,0.00041552438876607507,0.0009324353147588663,0.0015316009521484375,0.001939334299807779,0.002436486383316676,0.003037742003421073,0.0037590406730877604,0.004617412007156801,0.005630729689713604,0.008195785802195783,0.011598598429118298,0.015964192625460685,0.02137150603917512,0.02782045174814319,0.03519557441114442,0.04323139006077114
truncated_bayesian | a=1 | b=1 | critical_value=0.06286701419338586,23,0.0012133121490478516,0.00029329262460423813,0.0007079807305854513,0.0012133121490478516,0.0015664120538103237,0.002004143519970406,0.0025416596188074392,0.003195503383713637,0.003983395480715197,0.004923912367891897,0.007338592668140255,0.010584854927064449,0.014778516492469548,0.019971674629233688,0.02611246503743826,0.0330044702882799,0.04027480444686408
truncated_bayesian | a=1 | b=1 | critical_value=0.06286701419338586,26,0.0009414702653884888,0.00020277429863151223,0.0005265399219916307,0.0009414702653884888,0.0012392716009947606,0.0016147332655631359,0.002083008466037714,0.0026607782509217993,0.0033660097372425306,0.004217577721188869,0.006436386408538301,0.009461749612610306,0.013400526598447796,0.018281043401363634,0.024007045110479894,0.03031549189860593,0.036751479239961284
truncated_bayesian | a=1 | b=1 | critical_value=0.06286701419338586,28,0.001452963799238205,0.00030981061101687733,0.000811304832531862,0.001452963799238205,0.0019117932802871715,0.0024880181860591185,0.0032031180126483897,0.004080077857961626,0.005142789497592701,0.006415226213520347,0.009678934929131527,0.014018155392884162,0.019489707814082963,0.026001094610527242,0.033255979072405836,0.04072224266886082,0.04764335054272835
truncated_bayesian | a=1 | b=1 | critical_value=0.06286701419338586,31,0.0009393175132572651,0.00017845619057435265,0.0005027099648181557,0.0009393175132572651,0.0012601579271610645,0.0016701254263668604,0.0021871075992544843,0.002830488629841541,0.0036206309024271917,0.004578132083181811,0.007072622208355727,0.010440011443777125,0.014723800239562235,0.019829040191162932,0.025473237165765474,0.03116356288311984,0.03622156772819818
truncated_bayesian | a=1 | b=1 | critical_value=0.06286701419338586,34,0.000680971541441977,0.00011527254058928525,0.0003493090537885568,0.000680971541441977,0.000931467996460117,0.0012571975976652864,0.00167465857146031,0.0022019796240629144,0.0028584373406353738,0.003663730996074186,0.005795518118127156,0.008719066635245283,0.012473646216585383,0.01695784540456476,0.021880510838845048,0.02674369666736616,0.03088098241367625
truncated_bayesian | a=1 | b=1 | critical_value=0.06286701419338586,37,0.0005085366210551001,7.670026059725696e-05,0.00025002239908502986,0.0005085366210551001,0.0007092308652857892,0.0009748431055249795,0.0013208671251096532,0.0017645822432722507,0.0023246085281171994,0.0030201990503027276,0.004891936407551389,0.0075009409450692765,0.010885381522389832,0.014938822870693265,0.01936009583041853,0.023641362320105812,0.02712012583062217
