legend,0.5,0.52,0.55,0.57,0.59,0.62,0.7
max_sprt | alpha=0.01586279296875,148.15098466782283,378.01625022492476,441.93615144584675,331.6024068502479,216.913751776104,123.340952135457,44.566030150547235
