,,0.5,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
kaplan_kolmogorov | alpha=0.05,8,0.007487018424386116,0.014703815239633697,0.009884841226145942,0.007487018424386116,0.006488340450458953,0.005606089960599506,0.004828728840175829,0.004145652469636314,0.003547131895847451,0.003024258442749644,0.002173603898348091,0.001536868804531142,0.0010672035242540582,0.0007263545539686869,0.00048342282658688006,0.00031374784961302795,0.00019791094929230235
kaplan_kolmogorov | alpha=0.05,11,0.00646956493086231,0.013914356822996864,0.008890097569840723,0.00646956493086231,0.005485341102288871,0.0046310752973744065,0.0038926371404867386,0.0032570094590358024,0.002712256662068718,0.002247485628296033,0.0015192538144507201,0.0010042020731373356,0.0006476434060756694,0.0004065160695893437,0.0002475986303988021,0.00014581399858000233,8.267358566439883e-05
kaplan_kolmogorov | alpha=0.05,13,0.009721600649458283,0.020760561836520485,0.013354402481962558,0.009721600649458283,0.008233711957821566,0.0069380894945940495,0.005815708084387151,0.004848527740834342,0.004019586785723677,0.0033130645161427116,0.0022098894410323765,0.0014360579991185688,0.0009070251172757261,0.0005552784544892736,0.0003284099625289628,0.00018690554083665304,0.00010187265498834121
kaplan_kolmogorov | alpha=0.05,16,0.005787090784586682,0.013553624873147483,0.008279468705476469,0.005787090784586682,0.004793597948048522,0.003945341646584515,0.0032258976135788927,0.002619830352905636,0.0021127980392857807,0.0016916167036835285,0.001060004726341495,0.0006430805057850876,0.0003766667295762781,0.00021229279926578078,0.00011467505813604034,5.9085116892345203e-05,2.886964208750687e-05
kaplan_kolmogorov | alpha=0.05,18,0.007846008241171579,0.018250666896234946,0.011223208988873128,0.007846008241171579,0.00649131406537326,0.005331717636585863,0.00434681630937836,0.0035168632275228025,0.002823066099696155,0.0022478101253493284,0.0013892149328700912,0.0008281217620080815,0.0004747119816193958,0.00026074642449293154,0.00013664330659660082,6.796483542308722e-05,3.188339173750118e-05
kaplan_kolmogorov | alpha=0.05,21,0.004445738200251598,0.011358277615572772,0.006627668559181288,0.004445738200251598,0.0035958865104623533,0.0028836402018408915,0.002292222186546727,0.0018057194199914699,0.001409315805018139,0.0010894465790387048,0.0006317677346207677,0.0003511075171612801,0.00018635335777949624,9.40653491997637e-05,4.492932377217375e-05,2.0183357182720155e-05,8.464469763001174e-06
kaplan_kolmogorov | alpha=0.05,24,0.0029048603151688493,0.008160933466724958,0.004515606814406196,0.0029048603151688493,0.0022963647334205885,0.0017973942722705818,0.0013926065078980697,0.0010677754733518213,0.0008099705572754464,0.0006076510137520258,0.0003303468791504028,0.00017099494037831604,8.393747945582605e-05,3.888656510341599e-05,1.6904301383562332e-05,6.846999123572181e-06,2.5620581636180083e-06
kaplan_kolmogorov | alpha=0.05,26,0.004063331322822433,0.011345271496763655,0.00631756160986908,0.004063331322822433,0.003207645001766037,0.0025049160082771782,0.0019346210693432665,0.001477320439039973,0.001115054468719241,0.0008315953699810035,0.0004455096263745124,0.00022635647149245964,0.00010861425949010032,4.896977073196105e-05,2.0617922519688132e-05,8.04625907048721e-06,2.8840999269100674e-06
kaplan_kolmogorov | alpha=0.05,29,0.0023539869507429294,0.007238691231262133,0.0038190328331531996,0.0023539869507429294,0.0018154648784989998,0.0013831666665242459,0.0010407458332450182,0.000773151045965631,0.0005668707116576611,0.00041005084689791905,0.00020568077526778028,9.719100551207669e-05,4.3059562015197465e-05,1.7783976486282783e-05,6.799602696414767e-06,2.386499121760415e-06,7.60965954717278e-07
kaplan_kolmogorov | alpha=0.05,31,0.003208879907349969,0.0098099360711988,0.005207854349332557,0.003208879907349969,0.0024710044858986344,0.001878036145516279,0.0014083885152020676,0.0010418162920208642,0.0007598980889204108,0.0005463146211181135,0.0002698998360578687,0.00012510873782105067,5.4141674461789616e-05,2.1742509225437733e-05,8.043348369672977e-06,2.7166494964836485e-06,8.285923060223233e-07
kaplan_kolmogorov | alpha=0.05,34,0.0018349624719126829,0.006188145505562644,0.0031097968428587647,0.0018349624719126829,0.001379900821304516,0.0010227385530579333,0.0007468651033253175,0.0005371896343762348,0.00038040791546670204,0.0002651042756315152,0.00012246583414256832,5.271570460900485e-05,2.1027154996048308e-05,7.719881147436273e-06,2.5874754988909224e-06,7.83866023374913e-07,2.1202218511078969e-07
kaplan_kolmogorov | alpha=0.05,37,0.0012125323333087345,0.004516415017201262,0.0021470433191809225,0.0012125323333087345,0.0008901840515890898,0.0006431891722392261,0.0004572158402615101,0.00031963854224580015,0.00021966630736696522,0.0001483280876188006,6.4010044724382e-05,2.5559040812775052e-05,9.385273509519892e-06,3.145698986089314e-06,9.537114980654395e-07,2.5866392266903723e-07,6.190918585393961e-08
kaplan_kolmogorov | alpha=0.05,39,0.0017269195051737452,0.006399498951261424,0.0030601484785709367,0.0017269195051737452,0.001265583091331644,0.0009119580874774962,0.0006459109199710183,0.0004494807676569011,0.00030718196874626486,0.0002060670890698909,8.750289258727305e-05,3.423566675284173e-05,1.2263104059140984e-05,3.990301279102573e-06,1.1683529280629564e-06,3.0427332005931775e-07,6.948053461395853e-08
kaplan_kolmogorov | alpha=0.05,42,0.0010134757621356745,0.004155162732273367,0.0018778485274971424,0.0010134757621356745,0.0007247846373866175,0.0005088987337469791,0.0003506825877966449,0.00023706555609885892,0.00015713798077767317,0.00010207371062875031,4.0434078687913586e-05,1.4651364164695751e-05,4.8223592809038005e-06,1.4294862722517473e-06,3.7766882262602546e-07,8.7802238815238e-08,1.7681458329000668e-08
