legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
kaplan_kolmogorov | alpha=0.05,215.0,292.0,341.0,364.0,391.0,418.0,447.0,471.0,44.0,13.0,13.0,13.0,13.0,11.0,11.0,11.0
