legend,0.5,0.52,0.55,0.57,0.59,0.62,0.7
clip     | alpha=0.05 | n_total=5000,178.0,320.0,366.0,336.0,270.0,166.0,62.0
bravo_without_replacement | alpha=0.05 | p=0.55,394.0,406.0,383.0,335.0,268.0,187.0,99.0
truncated_bayesian | critical_value=0.05 | a=1 | b=1,61.0,213.0,356.0,349.0,301.0,190.0,63.0
bayesian | critical_value=0.05 | a=1 | b=1,114.0,191.0,182.0,131.0,90.0,55.0,22.0
max_sprt | alpha=0.05,112.0,262.0,318.0,277.0,208.0,124.0,45.0
bravo    | alpha=0.05 | p=0.55,390.0,407.0,390.0,346.0,278.0,192.0,99.0
