legend,0.5,0.52,0.55,0.57,0.59,0.62,0.7
clip     | alpha=0.05 | n_total=5000,62.0,162.0,237.0,213.0,164.0,100.0,37.0
bravo_without_replacement | alpha=0.05 | p=0.55,302.0,316.0,291.0,247.0,197.0,143.0,82.0
truncated_bayesian | critical_value=0.05 | a=1 | b=1,20.0,61.0,206.0,218.0,179.0,109.0,37.0
bayesian | critical_value=0.05 | a=1 | b=1,29.0,52.0,64.0,48.0,34.0,22.0,12.0
max_sprt | alpha=0.05,24.0,92.0,170.0,148.0,110.0,66.0,24.0
bravo    | alpha=0.05 | p=0.55,297.0,316.0,297.0,255.0,202.0,148.0,82.0
