legend,0.5,0.52,0.55,0.57,0.59,0.62,0.7
clip     | alpha=0.05 | n_total=5000,482.0,492.0,497.0,492.0,482.0,387.0,139.0
bravo_without_replacement | alpha=0.05 | p=0.55,498.0,498.0,496.0,492.0,469.0,350.0,155.0
truncated_bayesian | critical_value=0.05 | a=1 | b=1,439.0,487.0,496.0,494.0,489.0,430.0,151.0
bayesian | critical_value=0.05 | a=1 | b=1,473.0,485.0,479.0,444.0,346.0,206.0,75.0
max_sprt | alpha=0.05,472.0,493.0,495.0,489.0,463.0,331.0,117.0
bravo    | alpha=0.05 | p=0.55,497.0,499.0,497.0,493.0,476.0,362.0,160.0
