legend,0.5,0.52,0.55,0.57,0.59,0.62,0.7
clip     | alpha=0.05 | n_total=5000,333.0,428.0,445.0,426.0,370.0,240.0,86.0
bravo_without_replacement | alpha=0.05 | p=0.55,454.0,463.0,450.0,417.0,346.0,237.0,115.0
truncated_bayesian | critical_value=0.05 | a=1 | b=1,174.0,373.0,444.0,437.0,400.0,276.0,90.0
bayesian | critical_value=0.05 | a=1 | b=1,277.0,352.0,325.0,246.0,165.0,99.0,36.0
max_sprt | alpha=0.05,275.0,399.0,423.0,389.0,312.0,190.0,66.0
bravo    | alpha=0.05 | p=0.55,455.0,461.0,455.0,424.0,358.0,245.0,118.0
