,,0.5,0.52,0.55,0.57,0.59,0.62,0.7
bravo_without_replacement | p=0.7 | alpha=0.05953515625,9,0.0018151750748876536,0.002598236849280828,0.004337745523867597,0.0060104880158080975,0.008233811200223134,0.012944091024371697,0.03911055012518501
bravo_without_replacement | p=0.7 | alpha=0.05953515625,11,0.004091103887766866,0.005855023443227462,0.009711653129520263,0.01334203927728697,0.018058668922323204,0.02769214469077832,0.07483495469524465
bravo_without_replacement | p=0.7 | alpha=0.05953515625,14,0.0030167728140531717,0.004497379159384946,0.007857503615517963,0.011107411276221316,0.015394752510503897,0.024238427857379046,0.06635337103460522
bravo_without_replacement | p=0.7 | alpha=0.05953515625,16,0.004574537884325258,0.006819682028737186,0.011839168073897281,0.0165932359337058,0.022721195049089826,0.03488627064535909,0.08527414868487754
bravo_without_replacement | p=0.7 | alpha=0.05953515625,19,0.0028146592696729283,0.004373869589516084,0.008004556176989794,0.011548522954583407,0.016197920582706263,0.025542629879606267,0.06321573666037096
bravo_without_replacement | p=0.7 | alpha=0.05953515625,21,0.003961870519629058,0.006157655634339488,0.011198874005587058,0.016019322379789466,0.022196517116956593,0.03412495211148281,0.07528255429493069
bravo_without_replacement | p=0.7 | alpha=0.05953515625,24,0.002325462330466692,0.00377007966854224,0.007234152797491338,0.010656673947453897,0.015129863053521164,0.02389625796181914,0.05334874614862928
bravo_without_replacement | p=0.7 | alpha=0.05953515625,26,0.00320419827026243,0.00519653686563899,0.009910536771440956,0.01447476385497466,0.020300190062780644,0.03125092192267659,0.06208076415190544
bravo_without_replacement | p=0.7 | alpha=0.05953515625,29,0.0018512288526310262,0.0031339557290152387,0.006311439970210798,0.009497230358268903,0.013652170689260711,0.021597304415584943,0.04339399797805154
bravo_without_replacement | p=0.7 | alpha=0.05953515625,31,0.0025351817281244293,0.0042941467331509805,0.008596467857862703,0.012825354607984236,0.01821028051576903,0.028071583902469145,0.05009703745039287
bravo_without_replacement | p=0.7 | alpha=0.05953515625,34,0.0014563545901050132,0.002576881510877262,0.005452242237964845,0.0083844374284227,0.012206314186011018,0.019341945857707963,0.034892576489172954
bravo_without_replacement | p=0.7 | alpha=0.05953515625,36,0.0019928918573530567,0.003528833855097264,0.007423081813947557,0.011317883501848251,0.01627366491975193,0.025120924855406936,0.040176823564983234
bravo_without_replacement | p=0.7 | alpha=0.05953515625,38,0.0023564899296590483,0.004175764447277092,0.008732517519392984,0.013199885715483719,0.018743569460701322,0.028179608282068065,0.039909399710972654
bravo_without_replacement | p=0.7 | alpha=0.05953515625,41,0.0012795232251314804,0.0023708024345331005,0.0052459342579056325,0.008177836544734201,0.011911033051450937,0.018412487983379997,0.026324162385554354
bravo_without_replacement | p=0.7 | alpha=0.05953515625,43,0.0017116342267684708,0.003174465964628664,0.006984207381758621,0.010794049045550915,0.015524706137670622,0.02336664279560641,0.029525174189439427
bravo_without_replacement | p=0.7 | alpha=0.05953515625,46,0.0009637339231910701,0.001870415775216031,0.0043583288862950684,0.00694992018059926,0.010256601747314553,0.01587788182154592,0.0202397719182684
bravo_without_replacement | p=0.7 | alpha=0.05953515625,48,0.0013091835568039018,0.002543827018348384,0.005894684146023473,0.009319120934404606,0.013579770771238788,0.02046285541731433,0.023007079026942105
bravo_without_replacement | p=0.7 | alpha=0.05953515625,51,0.0007431276269088764,0.0015122621364601857,0.003715003654623991,0.006062892477652806,0.009068637941207654,0.014059530858523472,0.01593615132897567
