legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.057583984374999994,22.0,24.0,29.0,32.0,34.0,37.0,39.0,44.0,49.0,62.0,69.0,64.0,52.0,42.0,34.0,29.0
bravo_without_replacement | p=0.55 | alpha=0.06831542968749998,169.0,236.0,276.0,288.0,294.0,292.0,284.0,267.0,246.0,198.0,156.0,129.0,108.0,93.0,83.0,72.0
