legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.057583984374999994,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,192.0,110.0,74.0,57.0,47.0
bravo_without_replacement | p=0.55 | alpha=0.06831542968749998,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,456.0,294.0,215.0,169.0,137.0,116.0,102.0,89.0
bravo_without_replacement | p=0.52 | alpha=0.21562890624999997,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,442.0,319.0,248.0,201.0,169.0,147.0,126.0,114.0
