,,0.5,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
clip     | alpha=0.05,10,0.010133187128853482,0.004178988706335492,0.007203612179597223,0.010133187128853482,0.01194573670429056,0.01402836229621891,0.01641285303434057,0.019133593161604984,0.02222763286772071,0.025734741773251267,0.034161015908301444,0.0447855750451217,0.05802432656749916,0.07433235168184057,0.09419730831683835,0.11812905742465804,0.146644649247384
clip     | alpha=0.05,15,0.0012311247080669667,0.00036541924622519677,0.0007728874115774459,0.0012311247080669667,0.0015391068626209173,0.0019124657605066298,0.00236238292367764,0.002901390085669679,0.003543421555008953,0.004303843951203701,0.006248457721565995,0.00888587045224123,0.012385204906548276,0.016926570587615056,0.022688361924272007,0.029828112287066704,0.038455828891797966
clip     | alpha=0.05,20,0.0027752982172005196,0.0007003535961058313,0.0016431415483612022,0.0027752982172005196,0.0035618965130769747,0.004534708886606441,0.005727939241842862,0.00717967076461083,0.008931743679547046,0.011029466473737544,0.016457278069691203,0.02387036394144806,0.033673593862874544,0.046213388515327004,0.06170124495495824,0.080119608899676,0.10111797888072668
clip     | alpha=0.05,25,0.00284925764869844,0.0006198060136182318,0.0016005552793129166,0.00284925764869844,0.0037417873764584624,0.004863837746750872,0.006259270882767671,0.007976174354543052,0.010066142326971339,0.012583179781778859,0.019116952828955258,0.027988334361823724,0.039501023793961615,0.053739661971955115,0.07044446140889142,0.08889603036396218,0.10784463663144989
clip     | alpha=0.05,30,0.002535562158912088,0.0004745304333185264,0.0013506019969069959,0.002535562158912088,0.0034079153102206197,0.0045236301071185266,0.005931564267096329,0.007684617031407847,0.009838304784141104,0.012448731862478543,0.019250440486377626,0.02843263724304483,0.04011465976633635,0.05404271928374367,0.0694590993596576,0.08504139338981022,0.0989670145102459
clip     | alpha=0.05,35,0.0021394180903397996,0.00034345068950762035,0.0010795045094217509,0.0021394180903397996,0.002944157656044221,0.003992257412226853,0.005335518810837074,0.00702956076952998,0.009131676264537068,0.011697844486832646,0.01841575865489229,0.0274395549134515,0.038691829425854044,0.05159475431807532,0.0649736382947392,0.07710583518776874,0.08596906824210343
clip     | alpha=0.05,40,0.0017617319537143715,0.00024180325567459281,0.0008411077124839398,0.0017617319537143715,0.00248351365201074,0.0034416814258286226,0.00468996668101441,0.0062858324525046656,0.008287634887617855,0.01075068404029794,0.017235458114384115,0.02591009156688329,0.03651111165294602,0.04817546795233828,0.05940957074822226,0.068281002467261,0.07285579077118218
clip     | alpha=0.05,45,0.0014329268147226244,0.00016756849256070912,0.0006465403908101283,0.0014329268147226244,0.0020703163702405457,0.00293351660007635,0.004077619340453326,0.00556156167386828,0.007444634310229233,0.009781609377937536,0.01597558754447052,0.02423426584383969,0.03412531117579767,0.04454223741784293,0.053762108144540216,0.05979591165451403,0.06099164302004631
clip     | alpha=0.05,50,0.0011577108626857583,0.0001149317671480485,0.0004930428868613617,0.0011577108626857583,0.0017152764208038145,0.002486249075039892,0.003526704325900127,0.004896888100588319,0.0066571255967732565,0.008862039507748939,0.014750592265016127,0.022583326130348295,0.031776780599974984,0.041018996093506385,0.048432894326792084,0.05208883616100937,0.05073391641776064
clip     | alpha=0.05,55,0.0009317354440234101,7.822887251438124e-05,0.00037404285417960557,0.0009317354440234101,0.0014164223736599767,0.0021012688522649126,0.00304303845977804,0.004303192204028812,0.005943260867508154,0.008018181517714194,0.013606911976797656,0.02102947267568858,0.029567444256015846,0.037735870207503554,0.043564760472778,0.045268795186154,0.04205483149910619
clip     | alpha=0.05,60,0.0007480372618573581,5.290935375856833e-05,0.0002826869835449714,0.0007480372618573581,0.0011674644472888485,0.0017735311888757307,0.002623424954497414,0.003779739669370157,0.005305383454520342,0.007256066742917931,0.012559703618931245,0.01959874795724616,0.027533855963060606,0.034734187642785824,0.039186156013474964,0.03930937082766389,0.034791187919629575
clip     | alpha=0.05,65,0.0005995100919963801,3.557760181372902e-05,0.00021297109299808434,0.0005995100919963801,0.0009611710604915506,0.0014960239832643074,0.00226142621071491,0.003321008179253221,0.004739196983443817,0.006572896336033807,0.011609759109571642,0.018295579808015487,0.02568200228477559,0.03201472652669589,0.035276216698229466,0.03413296849953206,0.028746096951026923
clip     | alpha=0.05,70,0.00047977949481360464,2.3788245851522022e-05,0.00015998250787409592,0.00047977949481360464,0.0007906836411040111,0.0012616192643951848,0.0019498621273840127,0.0029199588651407527,0.0042379550062977625,0.005962315285486366,0.010751542903001484,0.017114552247057293,0.0240039798398947,0.029560567659525402,0.03179479308553218,0.029647809645480083,0.023729326459610012
clip     | alpha=0.05,75,0.0003834313646278575,1.581426469255339e-05,0.00011983027629841322,0.0003834313646278575,0.0006499631456683217,0.0010637899541133923,0.0016818558215307086,0.0025694774968750556,0.00379437310007042,0.005416880656477933,0.009977070117699233,0.01604615811234002,0.022486137365006188,0.0273480782631589,0.02869636657342169,0.025763811199031546,0.019571614002423
clip     | alpha=0.05,80,0.00030598780743332536,1.0450408173043923e-05,8.94845149142082e-05,0.00030598780743332536,0.0005338740933452417,0.0008968313909863619,0.001451224934974481,0.002262971583770519,0.0034014719957129545,0.004929195400311565,0.009277772618200187,0.015079618929635382,0.02111306136587573,0.025352168948457397,0.025936346852878808,0.022398854919341085,0.016127980426530405
clip     | alpha=0.05,85,0.0011343211859269656,3.9608915787797874e-05,0.0003372868106368868,0.0011343211859269656,0.0019552948360379062,0.0032369344073431513,0.005148929907262729,0.00787277526090263,0.011574015754309394,0.016362690580813792,0.02908521278232689,0.04417204679154823,0.05714954020240466,0.062673418584339,0.05782691492675075,0.044431328008968624,0.028040860150889982
clip     | alpha=0.05,90,0.0005092714237356699,1.5029550338174385e-05,0.00014303479772751474,0.0005092714237356699,0.00089878564757902,0.0015184152351258818,0.0024568345256545487,0.0038087334080224985,0.00565872799100226,0.008058441368535684,0.014390232825809108,0.02165775985197936,0.02737365277067725,0.028882411424172593,0.02521936294821304,0.018006905102980725,0.01034699986308553
clip     | alpha=0.05,95,0.0003587067430196486,8.673438672546127e-06,9.394704126723342e-05,0.0003587067430196486,0.0006525058499689343,0.001132740770378418,0.0018776667372593793,0.00297323535261479,0.004498679302867525,0.006505032740655985,0.01187038926533597,0.018038100388415843,0.022736472681049526,0.023617315380628168,0.020025617949974407,0.013681007820722874,0.007400364428528245
clip     | alpha=0.05,100,0.0002666751799732358,5.252832129504123e-06,6.49979329988463e-05,0.0002666751799732358,0.0005004384729755617,0.0008934290759157626,0.0015183432942004291,0.0024573948071036633,0.0037888368357847668,0.005565837863107529,0.010387543374410082,0.015946667132206018,0.02005147023536711,0.020505186322713958,0.016878618756809294,0.011025534451995186,0.005608017608186687
clip     | alpha=0.05,105,0.00020234030074900677,3.2287718323901084e-06,4.580751384582142e-05,0.00020234030074900677,0.00039204287771492017,0.0007203268446948105,0.0012558842908471225,0.0020787531415649664,0.003267608307424056,0.004878687888033335,0.009318190528638583,0.014456707426543295,0.018134467708516164,0.01825172708287599,0.01457498210006105,0.00909354893857105,0.004342460949930041
clip     | alpha=0.05,110,0.0007283418809996257,1.1791852161862131e-05,0.00016731973935789856,0.0007283418809996257,0.0013948832912517152,0.002526098626021265,0.004328673644653147,0.007021980012420946,0.010786973621906976,0.01569413508040801,0.02821563671540122,0.040712715673983796,0.04690286456723921,0.042778536751095816,0.03051437022996596,0.01674055945366144,0.006907543503518324
clip     | alpha=0.05,115,0.00031526889500973105,4.219626416282463e-06,6.791198208515642e-05,0.00031526889500973105,0.000620009033125936,0.001148714016383447,0.0020063942546823437,0.003305396219547501,0.005137670994948158,0.007535250073206493,0.013612469712170634,0.019432662844142252,0.021790647729287467,0.019009348090496557,0.012723754745168007,0.006412137364370619,0.002372265083427384
clip     | alpha=0.05,120,0.0002158552326017438,2.309984799183331e-06,4.3003070874596524e-05,0.0002158552326017438,0.0004390451822242282,0.0008383746000993477,0.001504062290539183,0.0025364234557811397,0.004022069033115165,0.005998011009479677,0.011089545744878346,0.015982757284401447,0.017841130856068244,0.015266489710214274,0.009866190489048838,0.004718694311602676,0.0016253302108094002
clip     | alpha=0.05,125,0.00015651359920725033,1.3300555787184163e-06,2.8768669858060472e-05,0.00015651359920725033,0.00032959605404937975,0.0006492888464753016,0.0011974610272517487,0.0020687128140925875,0.003348961268263946,0.00508107035632736,0.009623748932786287,0.014011932669064515,0.01557500868425255,0.013071777430570733,0.008152714421497675,0.003697020570699653,0.0011838018872934307
clip     | alpha=0.05,130,0.00011602988679453805,7.777521631451521e-07,1.963205292741183e-05,0.00011602988679453805,0.0002532281753682511,0.000515084976542847,0.000977324415310523,0.0017308500252374876,0.0028622658281056606,0.0044203951601336465,0.00858326363012755,0.012629436881471749,0.013978868784962835,0.011502431982822322,0.006917335601779032,0.0029700274406836784,0.0008822914799382127
clip     | alpha=0.05,135,0.0004169885830583904,2.808169876661762e-06,7.141049857953676e-05,0.0004169885830583904,0.0009001244933815021,0.001805073413282577,0.003365699297500975,0.0058386450497131944,0.009426901425382741,0.014167916686559237,0.025795047481576294,0.035103549010355714,0.03542098036599965,0.02616449974021497,0.013891120910313382,0.005169161102191588,0.0013035202626532586
clip     | alpha=0.05,140,0.00017703811526591129,9.58908930120303e-07,2.8171498313309272e-05,0.00017703811526591129,0.0003938763302115382,0.0008106183769495644,0.0015446417305370165,0.002726905531237068,0.004461762550789594,0.00676685869106785,0.012385453730085642,0.0166465094783923,0.0162812584548242,0.01142359428480703,0.00563362618027156,0.0018988059176614342,0.00042124190693478567
