legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.05,22.0,24.0,29.0,491.0,482.0,473.0,463.0,455.0,446.0,424.0,113.0,71.0,51.0,39.0,34.0,29.0
bravo_without_replacement | p=0.55 | alpha=0.05,131.0,183.0,238.0,491.0,478.0,357.0,290.0,242.0,208.0,165.0,135.0,113.0,99.0,90.0,80.0,72.0
bravo_without_replacement | p=0.51 | alpha=0.05,344.0,414.0,476.0,481.0,452.0,425.0,402.0,381.0,363.0,330.0,303.0,280.0,260.0,242.0,228.0,214.0
