legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=0.010498046875979005,394.0,1031.0,1737.0,1803.0,1794.0,1706.0,1481.0,1138.0,851.0,534.0,375.0,285.0,228.0,187.0,158.0,136.0
bayesian | a=500 | b=500 | critical_value=0.03222656250093554,740.0,1599.0,1848.0,1856.0,1830.0,1729.0,1491.0,1170.0,914.0,618.0,463.0,365.0,301.0,256.0,221.0,195.0
bayesian | a=1000 | b=1000 | critical_value=0.055664062500888664,917.0,1735.0,1877.0,1877.0,1840.0,1741.0,1511.0,1202.0,955.0,664.0,504.0,402.0,335.0,287.0,248.0,220.0
