,,0.5,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=1,100,0.01737278536406273,0.0009136622339743631,0.005997696499402534,0.01737278536406273,0.027995617628731567,0.04354793221716494,0.06544021614353046,0.09507436207595497,0.13365083717497442,0.181941610203068,0.30731796030447184,0.4619530909894553,0.6243746492015102,0.7689111757428654,0.8771084024259999,0.9446052739555146,0.9792742756324008
bravo_without_replacement | p=0.7 | alpha=1,200,0.0007209413420612021,3.055585198280213e-06,0.000103181161252245,0.0007209413420612021,0.0016956470926701313,0.00369455254706385,0.00746376581462811,0.013991131500153704,0.024351826920515223,0.0393770017067967,0.08272202685342724,0.1301884211198886,0.15407238877500135,0.13777257358250894,0.09370883658303476,0.048896453086190096,0.019738933711738776
bravo_without_replacement | p=0.7 | alpha=1,300,4.841525932685156e-05,1.5752623197571515e-08,2.8177722542406127e-06,4.841525932685156e-05,0.00016782722566009253,0.0005173030715851573,0.0014193315696253675,0.0034692684718921293,0.007559233332416554,0.014688986686093933,0.03937575531358334,0.06685031873819042,0.07178061122023059,0.048633138094003305,0.020739153595796478,0.005551060829966057,0.0009276880960416153
bravo_without_replacement | p=0.7 | alpha=1,400,2.0275192471536388e-06,4.0394564783293505e-11,4.392481200432004e-08,2.0275192471536388e-06,1.0816629081775471e-05,4.9224082466104585e-05,0.00019131727745408904,0.0006356392765304448,0.0018063355342159712,0.004391728928045237,0.01625160018866274,0.03209791159020375,0.03358154205119352,0.01840661263275328,0.005212232327131008,0.000749732861202147,5.361221446189904e-05
bravo_without_replacement | p=0.7 | alpha=1,500,2.0192954814179386e-07,2.88312973813279e-13,1.7342921916472051e-09,2.0192954814179386e-07,1.6066795875375802e-06,1.046227617569529e-05,5.583806102380318e-05,0.0002445101738593791,0.0008790276768035709,0.0025950790144210214,0.012512801656359061,0.02725747306516967,0.02652980054425637,0.011353633510776862,0.0020928099782849194,0.00016192779729135782,5.083168248739927e-06
bravo_without_replacement | p=0.7 | alpha=1,600,1.9011771824528137e-08,1.9038880817596385e-15,6.429467003419294e-11,1.9011771824528137e-08,2.261648053808577e-07,2.111181274883132e-06,1.5490312507002273e-05,8.944066143901051e-05,0.0004066603642421355,0.0014561750323772655,0.00910366996526172,0.021669255119526137,0.019328266240225878,0.006314033592445648,0.000733190732516986,2.9141276140182837e-05,3.772930242957799e-07
bravo_without_replacement | p=0.7 | alpha=1,700,9.196963604327896e-10,5.148343066966565e-18,1.1210138842296505e-12,9.196963604327896e-10,1.707876426953306e-08,2.3844501806107955e-07,2.5076746148436103e-06,1.9890971929022755e-05,0.00011907430085642363,0.0005379735855124883,0.004706099508489465,0.013153328024381319,0.011489965888492963,0.003038777890013791,0.0002333558657096249,4.935184172808719e-06,2.687031260186948e-08
bravo_without_replacement | p=0.7 | alpha=1,800,9.875810756255376e-11,3.635194548800268e-20,4.63110742096326e-14,9.875810756255376e-11,2.7708139038452073e-09,5.600080900248186e-08,8.171179062832973e-07,8.619957952066577e-06,6.579052855733958e-05,0.00036328962407949434,0.004179728316471478,0.012940627883330886,0.010508405741543436,0.0021569500043892575,0.00010658995919926019,1.1916949748839686e-06,2.7807473277948496e-09
bravo_without_replacement | p=0.7 | alpha=1,900,9.659324355664507e-12,2.2851649475445635e-22,1.7300839734796575e-15,9.659324355664507e-12,4.105377986836557e-10,1.2035269648255713e-08,2.439577757985816e-07,3.424653451543886e-06,3.331822048143891e-05,0.0002246298830971944,0.0033824441088974935,0.011491474122529806,0.008542926564635293,0.0013297202725572664,4.0877625069996666e-05,2.30285734377553e-07,2.1572184191492333e-10
bravo_without_replacement | p=0.7 | alpha=1,1000,9.198364649923756e-13,1.3587968615448024e-24,6.230383182947731e-17,9.198364649923756e-13,5.947370439259297e-11,2.538446942342912e-09,7.171524760358927e-08,1.3433969748345728e-06,1.669857895549537e-05,0.00013770741531604166,0.002719878073926913,0.01014195182481689,0.00688907337722616,0.0008096706645252873,1.5378058453398633e-05,4.322983098086959e-08,1.604839302524857e-11
bravo_without_replacement | p=0.7 | alpha=1,1100,4.3523196772162966e-14,3.17708366656583e-27,1.0177097516558923e-18,4.3523196772162966e-14,4.4755231193534665e-12,2.905417416246661e-10,1.194260613943222e-08,3.1140290777156e-07,5.154834050165428e-06,5.415536059171355e-05,0.0015177973550655048,0.006691319693518302,0.004448649191304257,0.00041967377419917104,5.1801243393199295e-06,7.538243246716167e-09,1.131694454884006e-12
bravo_without_replacement | p=0.7 | alpha=1,1200,4.535967537730033e-15,1.931190957625704e-29,3.9140957617606813e-20,4.535967537730033e-15,7.174250390234067e-13,6.850647720558757e-11,3.96237844443078e-09,1.3910573267717582e-07,2.966713488386378e-06,3.842455378207236e-05,0.0014333396084549924,0.007032186766306784,0.004333749959539941,0.0003139303676762319,2.4466948894546142e-06,1.8303322564808699e-09,1.1335883865494585e-13
bravo_without_replacement | p=0.7 | alpha=1,1300,4.261856454436368e-16,1.0321911401902092e-31,1.3463549693966366e-21,4.261856454436368e-16,1.0398670322482465e-13,1.463895927128031e-11,1.1932805715494314e-09,5.6447378322361335e-08,1.5509990222173087e-06,2.4744308227099858e-05,0.0012228206583030986,0.006614362264720825,0.0037205244655325897,0.0002020983722426829,9.60375867327923e-07,3.513306358146007e-10,8.38202414422555e-15
bravo_without_replacement | p=0.7 | alpha=1,1400,1.9334522648032618e-17,2.0979098939612673e-34,2.0376505447048162e-23,1.9334522648032618e-17,7.614597341795958e-15,1.6522712403433739e-12,1.9829429818010525e-10,1.3193848665277527e-08,4.871617854890253e-07,9.976887818736902e-06,0.0007073870115050773,0.0045481302529130916,0.002502510351592807,0.00010835668960396637,3.299856593642728e-07,6.113199390657053e-11,5.716882255028313e-16
bravo_without_replacement | p=0.7 | alpha=1,1500,1.9268394820437655e-18,1.1082196463265302e-36,7.249216936095104e-25,1.9268394820437655e-18,1.1839233397357915e-15,3.827116553911782e-13,6.53603100904785e-11,5.912728097073976e-09,2.836285474113471e-07,7.210729356189836e-06,0.0006869905054569469,0.0049340708473842474,0.0025110973445216494,8.279288467474052e-05,1.5683791071245483e-07,1.4609208653066555e-11,5.467812326191056e-17
bravo_without_replacement | p=0.7 | alpha=1,1600,1.7223278263428463e-19,5.1127053220903804e-39,2.2935073385876477e-26,1.7223278263428463e-19,1.6563601618944607e-16,7.996492710390776e-14,1.9467699372252978e-11,2.3967419294419606e-09,1.4938419803700013e-07,4.7110326365563885e-06,0.0006003979423841349,0.004772137110075984,0.0022114767274202794,5.4192375723549385e-05,6.160095022011962e-08,2.7397680221177176e-12,3.8219967523202046e-18
bravo_without_replacement | p=0.7 | alpha=1,1700,7.331485500593385e-21,8.798177020066928e-42,3.142387276470715e-28,7.331485500593385e-21,1.1557811366237808e-17,8.720654425272284e-15,3.1646037941376303e-12,5.539726792150634e-10,4.683381630454341e-08,1.9109030541281223e-06,0.0003533619945130001,0.003355833535303823,0.001519507425273559,2.944566497918155e-05,2.111949275369753e-08,4.643319873868365e-13,2.45419555629592e-19
bravo_without_replacement | p=0.7 | alpha=1,1800,6.873949630362112e-22,3.954257019121725e-44,1.0157448687364761e-29,6.873949630362112e-22,1.7161015719063703e-18,1.9549028389701856e-15,1.0214710096531154e-12,2.4561708193278654e-10,2.7213432527914733e-08,1.388385935609188e-06,0.0003484385287719065,0.003710871187195619,0.0015504991010581515,2.2676595858775587e-05,9.95798015281694e-09,1.0752825960372419e-13,2.2024856541002205e-20
bravo_without_replacement | p=0.7 | alpha=1,1900,5.765604958105132e-23,1.5452811234343807e-46,2.9104160377285037e-31,5.765604958105132e-23,2.2874164405003597e-19,3.9447637127868384e-16,2.973728832816665e-13,9.833212625172301e-11,1.4282370593146121e-08,9.105475625546578e-07,0.0003087871911570606,0.003653541912928608,0.0013864326089826251,1.4928713516993641e-05,3.867621884606631e-09,1.9442179142855133e-14,1.433288464943955e-21
bravo_without_replacement | p=0.7 | alpha=1,2000,2.2765036206728558e-24,2.2139400702363926e-49,3.562269591285062e-33,2.2765036206728558e-24,1.5047138163134196e-20,4.115070825977316e-17,4.6841107977626316e-14,2.227440165790114e-11,4.431370866911944e-09,3.6852674267854144e-07,0.00018347109023773983,0.0026076300244076067,0.0009655623440255068,8.15176107241085e-06,1.3106554528933013e-09,3.1743544275379174e-15,8.551972742404493e-23
bravo_without_replacement | p=0.55 | alpha=0.09075390624999999,100,0.0017183873781600066,4.27203050037902e-05,0.00044144186059147215,0.0017183873781600066,0.003203291612942473,0.005755349759800712,0.009973363392927944,0.016679472532217163,0.026937375545940865,0.0420351237753582,0.09254867650076821,0.1788556528735944,0.3050351661256066,0.46226061654507594,0.6282720711504494,0.7756431087015183,0.8844982058526177
bravo_without_replacement | p=0.55 | alpha=0.09075390624999999,200,0.008624470691158096,7.47709607709544e-05,0.00163128833355014,0.008624470691158096,0.017723559746616928,0.03385880062153276,0.060214235534090985,0.0998267233979251,0.15450879286082572,0.22361544059564736,0.3856572734124161,0.5204961730532145,0.560799720721003,0.49318045884324474,0.3611116910067484,0.2226083002852906,0.11531053139172293
bravo_without_replacement | p=0.55 | alpha=0.09075390624999999,300,0.007321529842999543,1.9969907607031677e-05,0.000987220914966789,0.007321529842999543,0.016762600292812294,0.034255973658004896,0.0625731233056292,0.10229637831563085,0.14986361064027143,0.19698450013950572,0.2470614578308361,0.2039975656271796,0.11216070414691676,0.04148141825367818,0.010364596387456716,0.0017371722215396954,0.00019099170215069834
bravo_without_replacement | p=0.55 | alpha=0.09075390624999999,400,0.007760592160029201,7.984773359787342e-06,0.000802103096465973,0.007760592160029201,0.019093455521681266,0.04027085982707745,0.07292323116437024,0.11352587719713662,0.15212914740981662,0.17567806190481333,0.15058276155978909,0.07208375211962899,0.019396947608347533,0.0029380219236586074,0.00024810553055152875,1.1379090771103684e-05,2.7087102925468567e-07
bravo_without_replacement | p=0.55 | alpha=0.09075390624999999,500,0.00477302258265316,1.5512610842597278e-06,0.0003538183108222027,0.00477302258265316,0.013010705791671342,0.029139449267584976,0.053692619035999256,0.0814812263614041,0.10191984676041521,0.10514093637486827,0.06285484645482164,0.017425939256829844,0.0022348368428715074,0.00013139906253275516,3.4682657548887057e-06,3.9500149375545154e-08,1.8228839812620524e-10
