legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.08514047622680664,10.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,30.0,30.0,30.0,30.0,20.0,20.0,20.0
bravo_without_replacement | p=0.55 | alpha=0.088802734375,110.0,150.0,180.0,190.0,200.0,200.0,190.0,180.0,170.0,140.0,110.0,100.0,80.0,70.0,70.0,60.0
bravo_without_replacement | p=0.52 | alpha=0.24099414062499996,190.0,260.0,280.0,280.0,280.0,270.0,260.0,240.0,220.0,180.0,150.0,130.0,110.0,100.0,90.0,80.0
