,,0.5,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.16211775390625,50,0.0075473994013145205,0.0008464776641225875,0.003336721410804136,0.0075473994013145205,0.011037369701937088,0.015851174133687897,0.022363950350022782,0.03100832454510474,0.042266026005488275,0.056652495443432635,0.0968955725936242,0.1554711686577885,0.23449052944629326,0.33313263339517946,0.44680074664401614,0.5672926531318206,0.684242128595598
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.16211775390625,51,0.00432109711119169,0.0006013831835953198,0.002093140627873238,0.00432109711119169,0.006019511288928715,0.008217271085550917,0.01099465082144991,0.014420830870537667,0.018543904155582238,0.023379790051515446,0.035027342714272464,0.04847081837551239,0.06187168138800703,0.07269110424020922,0.07835098583643552,0.07713681949001006,0.06895978300987408
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.16211775390625,54,0.0015279221521937586,0.00018923438506418527,0.0007090663976803539,0.0015279221521937586,0.0021706156918095882,0.00301816562613746,0.004108423217553884,0.00547584165175335,0.0071469386166578865,0.00913504716155511,0.014017138078351943,0.019773097206150208,0.025606793929767762,0.0303727043172328,0.03288307457978986,0.03234361111820276,0.02872394431316708
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.16211775390625,56,0.001809557508009615,0.00022176802893697888,0.0008382850720742203,0.001809557508009615,0.0025698636207200976,0.003569230045001462,0.004849066398137819,0.006445110995846388,0.008381818667652608,0.010666107451636963,0.0161809128283587,0.022487918466250006,0.028587424273771415,0.033156973398891884,0.03495829631542442,0.033337109919184545,0.02856578372571938
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.16211775390625,58,0.001954512257044553,0.00023702317819179617,0.0009038390439460276,0.001954512257044553,0.002774802028504033,0.0038494669972876493,0.005219577301698978,0.006918368356583548,0.00896498561958881,0.011357780189249435,0.01703479835593818,0.023324451342208365,0.029105768051276616,0.03301006024006949,0.03389245483824488,0.03133546871903713,0.025906557476471474
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.16211775390625,61,0.0010284898930798315,0.00011097865704015019,0.00045563253780957165,0.0010284898930798315,0.0014890751074287346,0.002104198258115886,0.0029027299416624183,0.003909741792729221,0.0051423044306249084,0.006604770776882798,0.010145903055049726,0.014161586275542893,0.01792875228999831,0.02052838121855094,0.021170557283873622,0.019554905334977866,0.0160597183231358
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.16211775390625,63,0.0013300602742817094,0.0001420113694728044,0.0005881865448974404,0.0013300602742817094,0.001925065141095637,0.002717195459410745,0.0037410448371423682,0.005024941396656032,0.006585351794583801,0.008420831510383647,0.012788895954746742,0.017586507139654223,0.021855218978633767,0.024469269793187514,0.0245737713370555,0.02200596576705247,0.01743673462282738
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.16211775390625,66,0.0007530571440488271,7.153585422642713e-05,0.0003190203313294393,0.0007530571440488271,0.0011115572045916763,0.001598140578613669,0.002238607585290877,0.003055584817277724,0.004064534205437659,0.005269228584264624,0.008196365496736713,0.011489981869123558,0.014486654152691007,0.016374640795673048,0.01651739629837326,0.01477733256898589,0.011631137766363212
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.16211775390625,68,0.001006793265377169,9.46313317114183e-05,0.00042575081442293824,0.001006793265377169,0.0014856049451876692,0.0021335025232049965,0.0029826969297095268,0.004059968943418474,0.0053811814963201825,0.006945280522530902,0.010680899543161275,0.014751233708127703,0.018256185493367407,0.02017756442502504,0.019819999646265556,0.017190677398005307,0.013054157465621942
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.16211775390625,71,0.0005838574253050881,4.882052659675573e-05,0.0002365120650549122,0.0005838574253050881,0.0008786308265364595,0.0012853169506359542,0.0018281965470433857,0.0025288318257805807,0.003402107343400305,0.004451686609271331,0.00701205980403482,0.009872391106381499,0.012395951592495381,0.013831741821970268,0.01364673942411214,0.011824959341957042,0.008919687914315567
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.16211775390625,73,0.000792175207053513,6.553935253991631e-05,0.0003203230437117129,0.000792175207053513,0.0011917403524150986,0.0017413792936617975,0.002472065188370235,0.0034100030285134325,0.004571108570453538,0.005954891691470222,0.009273363841421516,0.012862745188475262,0.01585329971955731,0.017296788758120893,0.016617835829163808,0.013959497748627462,0.010158665649411189
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.16211775390625,75,0.0009321809983310927,7.630702570093964e-05,0.0003762593597853526,0.0009321809983310927,0.0014019139553759436,0.00204616581278457,0.0028990847992566935,0.003987980805880127,0.005326695916048934,0.006908523036404913,0.010636261580057472,0.0145345738433297,0.017583825788856103,0.018758744838247486,0.01754949409434189,0.01429151785344832,0.0100335530512833
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.16211775390625,78,0.0005202010993227053,3.787753621497187e-05,0.00020112694226801482,0.0005202010993227053,0.0007978798159395654,0.001186256652353014,0.001710024897371682,0.002390475596957001,0.003240916414796296,0.004261518422985765,0.006720144897395079,0.009361657292698793,0.011490560915681309,0.012375660658919258,0.011628974785697332,0.009460802315874121,0.006597595882739308
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.16211775390625,80,0.0006967129694115885,5.0191957349411796e-05,0.00026888630764016326,0.0006967129694115885,0.0010682734798886904,0.0015864728179710815,0.0022825005016004277,0.0031819300554953153,0.004298455530620918,0.0056270894281252315,0.00877277704632143,0.012039965838995583,0.014505554656477205,0.015275656309239072,0.013977084969348656,0.011023289924015045,0.0074159301526798265
