legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.05,24.0,984.0,978.0,969.0,956.0,941.0,923.0,905.0,886.0,566.0,124.0,74.0,52.0,42.0,34.0,29.0
bravo_without_replacement | p=0.55 | alpha=0.05,547.0,986.0,976.0,964.0,743.0,529.0,398.0,317.0,264.0,194.0,153.0,129.0,111.0,96.0,86.0,78.0
bravo_without_replacement | p=0.51 | alpha=0.05,992.0,958.0,904.0,858.0,800.0,734.0,672.0,618.0,570.0,495.0,437.0,391.0,354.0,325.0,298.0,275.0
