legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.05,14.0,956.0,959.0,949.0,934.0,916.0,896.0,870.0,162.0,64.0,44.0,34.0,27.0,24.0,19.0,19.0
bravo_without_replacement | p=0.55 | alpha=0.05,219.0,967.0,690.0,523.0,398.0,315.0,251.0,213.0,182.0,143.0,119.0,100.0,88.0,78.0,72.0,66.0
bravo_without_replacement | p=0.51 | alpha=0.05,937.0,886.0,816.0,765.0,709.0,651.0,598.0,553.0,512.0,447.0,398.0,360.0,326.0,300.0,277.0,258.0
