legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.05,82.572344968652,772.9478449707071,886.3340137560211,886.3492932335017,868.1909960019482,835.0289786597344,788.8050689743912,730.9662583169069,661.7814551605798,490.72363207409524,303.5190955316263,162.81016212426377,92.03793787337986,61.45592248061162,46.078906868820745,36.86732154395839
bravo_without_replacement | p=0.55 | alpha=0.05,609.5602642424151,859.2045974617661,823.4911346067581,766.639578983732,681.0409959222401,574.0392009862288,464.78915306283716,372.25366954532524,302.97132967426415,217.18117545503628,168.90762610671518,138.1978246302142,116.94916678717206,101.37767294599011,89.48159489702073,80.09810183281758
bravo_without_replacement | p=0.51 | alpha=0.05,957.8218732776771,929.0009891039493,883.49808721323,846.1995934837544,797.3378709821609,739.8144545476471,680.4177172771828,625.4836790228055,577.5006039756531,500.26197763645365,441.22524177161677,394.65359048418395,356.97626404127243,325.86434544868075,299.74507542088287,277.5129989109878
