legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=1 | b=1 | critical_value=0.0023803710947452395,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1531.0,1101.0,818.0,498.0,330.0,235.0,175.0,135.0,107.0,86.0
