legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=0.033691406250932615,310.0,430.0,460.0,460.0,465.0,460.0,460.0,450.0,430.0,365.0,280.0,215.0,175.0,145.0,125.0,105.0
bayesian | a=500 | b=500 | critical_value=0.10595703125078806,415.0,465.0,470.0,470.0,470.0,470.0,460.0,450.0,435.0,370.0,290.0,240.0,195.0,165.0,145.0,130.0
bayesian | a=1000 | b=1000 | critical_value=0.15234375000069533,430.0,470.0,480.0,480.0,480.0,475.0,470.0,460.0,440.0,375.0,300.0,245.0,205.0,175.0,150.0,130.0
