legend,0.5,0.52,0.55,0.57,0.59,0.62,0.7
clip     | alpha=0.05 | n_total=5000,155.0,310.0,370.0,340.0,270.0,166.0,62.0
bravo_without_replacement | alpha=0.05 | p=0.55,387.0,406.0,387.0,337.0,268.0,184.0,99.0
truncated_bayesian | critical_value=0.05 | a=1 | b=1,53.0,190.0,358.0,356.0,303.0,188.0,63.0
bayesian | critical_value=0.05 | a=1 | b=1,107.0,193.0,187.0,133.0,90.0,55.0,22.0
max_sprt | alpha=0.05,96.0,253.0,322.0,281.0,208.0,124.0,45.0
bravo    | alpha=0.05 | p=0.55,381.0,407.0,394.0,348.0,278.0,192.0,99.0
