legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.08266483163833618,10.0,10.0,15.0,15.0,15.0,15.0,15.0,15.0,25.0,30.0,35.0,35.0,30.0,25.0,15.0,15.0
bravo    | p=0.55 | alpha=0.09660742187499999,105.0,135.0,165.0,175.0,185.0,185.0,180.0,170.0,160.0,130.0,105.0,90.0,80.0,65.0,60.0,55.0
bravo    | p=0.52 | alpha=0.26440820312499996,175.0,230.0,255.0,260.0,260.0,255.0,240.0,220.0,205.0,165.0,140.0,120.0,105.0,90.0,85.0,75.0
