legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.08266483163833618,40.0,55.0,70.0,80.0,95.0,110.0,130.0,160.0,195.0,265.0,300.0,280.0,210.0,140.0,100.0,75.0
bravo    | p=0.55 | alpha=0.09660742187499999,250.0,375.0,425.0,440.0,450.0,450.0,445.0,440.0,420.0,355.0,265.0,205.0,165.0,135.0,115.0,100.0
bravo    | p=0.52 | alpha=0.26440820312499996,380.0,455.0,470.0,470.0,470.0,465.0,465.0,455.0,430.0,365.0,285.0,230.0,185.0,160.0,140.0,120.0
