legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.057583984374999994,10878.32537506541,10702.311603563747,10462.394122051262,10278.4836926228,10032.36920425477,9703.115917126144,9262.756208016819,8674.11991919596,7889.302638570745,5541.304013733083,2495.901684779684,556.5619035171575,113.7144151694916,62.315086190889446,46.131230756573544,36.704065062593244
bravo_without_replacement | p=0.55 | alpha=0.051730468749999994,10998.465026102125,10943.810598011543,10481.721250861043,9670.678683074899,8134.009140382173,5923.016973182943,3583.3708291606026,1796.481592763992,815.2041354490076,280.6368914329322,196.1710184382537,155.41549078153994,128.73157275790228,109.85899340901855,95.80594613194359,84.9380460827863
bravo_without_replacement | p=0.52 | alpha=0.13758203125,10999.899469144946,10971.80899705116,10488.95610627122,9512.549968693056,7681.262594150203,5239.084893008558,2943.7445088359736,1425.3234412536863,706.7673964148669,351.0836535058739,270.60945430469263,222.47749221605005,188.9022818451327,164.13970530485201,145.1411450277663,130.1209858507587
