legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.057583984374999994,47.0,59.0,72.0,79.0,92.0,107.0,127.0,155.0,195.0,334.0,462.0,379.0,218.0,135.0,95.0,72.0
bravo_without_replacement | p=0.55 | alpha=0.051730468749999994,332.0,592.0,798.0,848.0,867.0,863.0,835.0,777.0,676.0,449.0,315.0,237.0,191.0,157.0,134.0,115.0
bravo_without_replacement | p=0.52 | alpha=0.13758203125,660.0,902.0,936.0,938.0,932.0,916.0,881.0,814.0,715.0,514.0,388.0,309.0,256.0,217.0,189.0,167.0
