legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=1,3.796689861926801e-07,3.63094337427843e-05,0.0004513218659845789,0.0013707383086438033,0.003783101700051458,0.009523645542582528,0.021972853725604397,0.04669660004898079,0.09172993374736248,0.2780298817882725,0.5882736658046203,0.8635748577176044,0.9781728109378184,0.9985416339660629,0.9999640093428527,0.9999997091752647
bravo_without_replacement | p=0.55 | alpha=0.18869358825683596,0.00022887836287837206,0.0070290576384476255,0.047135908426119935,0.10468047132942343,0.2050857715126777,0.35150049667032746,0.5275553738908018,0.7005016862754033,0.8383589044460161,0.9728595990389555,0.9979953681007003,0.9999401438359825,0.999999332126732,0.999999997440632,0.999999999996947,0.9999999999999986
bravo_without_replacement | p=0.52 | alpha=0.3148071250915527,9.798638827970452e-05,0.0056112042170568446,0.048773989120935855,0.11432910040042546,0.22803248312517305,0.388634019458053,0.572498259639591,0.742509821087928,0.8690811791321515,0.9808631004056828,0.9987915209693058,0.9999695391179276,0.9999997159900862,0.9999999990989829,0.9999999999991187,1.0
