,,0.5,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=1,500,2.2803784346209105e-07,1.0041344057409475e-13,1.2917482961058155e-09,2.2803784346209105e-07,2.180273169792719e-06,1.6804409743003287e-05,0.00010465919069074988,0.0005277809914295418,0.0021587923725766844,0.0071733938615335625,0.04272105762288404,0.11308841389657509,0.13631691040354285,0.07828065718534301,0.02300499954058353,0.0037342177552674573,0.00034645476955978916
bravo_without_replacement | p=0.7 | alpha=1,250,0.0004510938281411168,3.7966888577923954e-07,3.6308141994488194e-05,0.0004510938281411168,0.001368558035474011,0.003766297290308454,0.009418986351891777,0.021445072734174852,0.044537807676404105,0.08455653988582887,0.23530882416538845,0.47518525190804506,0.727257947314062,0.8998921537524754,0.9755366344254792,0.9962297915875848,0.9996532544057055
bravo_without_replacement | p=0.55 | alpha=0.19611718749999998,500,0.020249796159748906,8.826570766413696e-06,0.0017450571348522632,0.020249796159748906,0.05066481069900006,0.10385421362287452,0.17538630243594636,0.24563644084791572,0.28760281606715943,0.2842457209346219,0.1749029691218511,0.0629807028245256,0.014216605378678268,0.0020391594457348844,0.00018093505154313433,9.506377249432368e-06,2.8039625248241984e-07
bravo_without_replacement | p=0.55 | alpha=0.19611718749999998,250,0.03979376682471218,0.00036053449713738386,0.008141017908693543,0.03979376682471218,0.07654719786420798,0.134746288923858,0.2178381610803274,0.32479594476209395,0.44889063762284587,0.5785914605845776,0.8038219721140948,0.935576620727483,0.9857440198559007,0.9979604404762846,0.9998190635575478,0.9999904936212514,0.999999719603747
