legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=1,499.9999050827786,499.9909229645014,499.8872265429647,499.6578604911315,499.05842567742286,497.64525341202705,494.6387318164563,488.865548080899,478.8608650285428,441.17279395865285,381.2036870229888,318.1855131714845,275.02696156188114,256.11584139363015,250.94255210310376,250.08668639857365
bravo_without_replacement | p=0.55 | alpha=0.18869358825683596,499.94429698525244,498.5847056760929,492.54103793676717,485.12145601574747,472.8716510814602,454.63595013532273,430.1587085914881,400.5417447629426,368.25423669372077,308.5950264167494,270.6608083969454,254.94085805202218,250.7678560492997,250.07433184950625,250.00428027905923,250.00013900173084
bravo_without_replacement | p=0.52 | alpha=0.3148071250915527,499.97973089719943,499.3469531644208,495.99232846582936,491.39389640499695,483.1406863498046,469.7834135794975,450.2881540613855,424.63270405760716,394.2042576617446,330.46276235570224,282.578003057277,259.0749736180025,251.66129083797597,250.19126452903976,250.01321829075218,250.00052002230382
