legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | min_stop=150 | alpha=1,155.01950215354145,157.20925931846784,159.57902783084717,161.2322148683553,163.3415077281994,166.040205772706,169.43580806449705,173.512555826259,177.9963942522697,185.38685175315015,184.66358535516108,173.70248889326018,160.45574850902648,153.01994323023746,150.6345619117548,150.10319555662372
bravo_without_replacement | p=0.55 | min_stop=150 | alpha=0.07904687499999999,206.70209733742874,255.21816634345888,284.5833840485208,293.64861684704186,297.89191202023204,296.97973263328146,290.7728763937189,279.3547408286935,263.26066257963294,223.0929915590365,187.29673220627788,165.85190697493886,155.7760331891839,151.7637837436497,150.43471998009164,150.08315629708173
bravo_without_replacement | p=0.51 | min_stop=150 | alpha=0.4385502929687499,304.60258067652785,349.26104545009906,360.40615349585875,360.54675977031576,357.02770521588377,349.63820304656485,338.09396979221026,322.2315186293661,302.3404297949805,255.68412903271863,213.24391837523342,183.90936319728257,166.25374709211835,156.7323604756325,152.31583030161914,150.6352901829304
