legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | min_stop=150 | alpha=1,5499.382688011744,5489.784857017681,5450.9066936387635,5401.290569383608,5312.36651525664,5162.49006710052,4925.159131155876,4573.047406442046,4086.4624054689084,2748.6944903783465,1336.3730051017596,472.52771899976153,198.62382446747284,155.11068354142716,150.67797175708756,150.1034974095499
bravo_without_replacement | p=0.55 | min_stop=150 | alpha=0.07904687499999999,5498.499472011753,5458.977724611575,5241.138897510033,4942.650684426124,4434.655405368548,3701.7502285329288,2815.653308122809,1925.5327230713624,1186.8713317381753,395.82012843627945,201.9898952813254,166.37082435060734,155.78304408921616,151.76381700175898,150.43472003027676,150.08315629709654
bravo_without_replacement | p=0.51 | min_stop=150 | alpha=0.4385502929687499,5499.546548818312,5469.751859523266,5247.092882348857,4918.854301958905,4355.353035326135,3557.2962841846065,2628.796027003993,1743.9311419465394,1053.9029258073206,377.41290099124245,221.99733040834315,184.16626628747522,166.25659307811782,156.7323714161258,152.31583031484345,150.6352901829304
